GeneName	H_PBS_1	H_PBS_2	H_PBS_3	H_Mono_1	H_Mono_2	H_Mono_3	H_PFF_1	H_PFF_2	H_PFF_3	S_PBS_1	S_PBS_2	S_PBS_3	S_Mono_1	S_Mono_2	S_Mono_3	S_PFF_1	S_PFF_2	S_PFF_3
ENSG00000238485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-749P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-221P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD13P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-87P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-104P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1270	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
U8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-107P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-599P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD105B	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
RNU7-93P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-104P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1193P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-88P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-21P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6ATAC28P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-159P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD4A	20	18	18	14	17	14	37	19	13	8	11	12	17	10	8	17	4	8
RNU7-167P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-54P	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000238594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD4B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-94P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-26P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-300P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-775P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-126P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238645	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0
SNORD42A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-62P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-625P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RNU6-333P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1037P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-261P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-147P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-97P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-56P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNY4P25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-96P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-194P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1972-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RNU7-164P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-90P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-113P	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1
SCARNA7	0	0	0	1	1	0	0	0	0	0	2	1	2	2	2	5	1	2
ENSG00000238745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-27P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA18B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02006	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-155P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-141P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-80P	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RNU7-92P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-182P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-152P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD124	5	1	2	2	1	1	1	1	0	2	2	1	1	1	2	2	3	2
SCARNA12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-102P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-127P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNVU1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-45P	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	2	0
RNU7-46P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238832	3	0	0	0	2	3	3	0	2	0	1	0	3	2	1	0	0	0
RNU1-131P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA18	1	0	1	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0
LINC02031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-106P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD19B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-59P	0	1	0	0	0	0	1	1	0	1	3	0	0	1	0	2	1	0
RNU6-329P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-85P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD121A	2	0	1	5	1	3	0	3	1	0	0	0	0	0	0	0	0	0
RNU1-80P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-34P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238906	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
RNA5SP484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-196P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RNU7-82P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD65B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-953P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-66P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-173P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-19P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA47	3	1	2	0	6	3	2	1	2	3	4	1	5	0	1	4	1	2
RNU7-176P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-125P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-133P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-187P	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RNU6-420P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-88P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239005	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
RNU7-95P	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000239008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-74P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-98P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-956P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD13D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD13	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0
Y_RNA	13	5	16	5	11	12	5	13	9	3	8	14	9	4	12	7	3	4
ENSG00000239041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD127	1	1	1	0	0	2	0	4	0	1	1	0	1	0	2	2	0	0
RNU7-138P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR500B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
RNU6-274P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-55P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-24P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-170P	0	1	0	1	0	2	0	1	1	0	0	0	2	0	0	0	0	0
ENSG00000239093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-23P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-185P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-73P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1132P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD123	8	7	5	2	5	5	7	2	5	0	0	0	0	0	0	0	0	0
RNU7-67P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1972-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-119P	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RNU2-11P	0	1	0	1	0	0	1	1	0	7	4	6	8	4	1	4	2	4
SNORD125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD13P3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000239129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239137	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA59A	4	6	6	3	4	8	6	3	2	6	4	2	7	7	6	21	4	6
RNU7-195P	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-197P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD109B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1218P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-190P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-634P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-717P	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNU1-123P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
RPL5P22	1	0	3	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0
RPL21P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL22P20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RPL21P106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RN7SL499P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAPDHP39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS26P55	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1
RN7SL563P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL6P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCK1-DT	36	24	30	23	15	28	17	36	9	26	31	23	40	17	30	55	21	25
RPL27P12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS20P22	11	8	10	6	12	2	4	5	5	3	3	2	7	4	6	4	5	2
FHL1P1	5	5	3	5	1	4	2	9	1	1	4	1	3	10	0	9	5	2
RN7SL442P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL34P31	2	4	2	2	1	1	1	1	0	2	3	3	3	3	4	1	3	1
RN7SL546P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPS17P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239227	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
RN7SL578P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEMO1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239246	95	47	68	78	71	91	133	76	55	18	27	16	32	36	23	38	14	20
RN7SL589P	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0
RN7SL757P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL271P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS4XP23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239254	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RPL29P34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL35AP35	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL23AP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL31P41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM43P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TXNDC5	52	53	77	59	33	85	44	65	31	7	24	23	34	27	33	58	20	31
CLRN1-AS1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
LINC03051	0	0	0	0	0	0	0	0	0	46	78	59	66	27	44	74	24	34
RPSAP4	17	13	27	19	23	28	23	14	10	9	11	17	20	12	19	22	7	15
RPL21P10	6	7	8	2	3	4	2	9	4	2	1	6	7	0	6	1	1	1
RN7SL184P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DBTP1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
RPS29P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASTOR1	2	4	4	1	0	2	4	3	1	8	19	14	16	8	10	13	8	5
BRD7P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239291	3	1	1	1	3	1	0	1	3	1	4	0	2	3	1	4	0	2
OR9P1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239300	0	1	0	1	1	0	0	0	0	6	6	3	11	6	4	12	1	11
DNM1P48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF103	367	255	295	263	223	290	308	240	181	437	552	474	580	358	464	586	249	361
RBM14	1080	728	895	739	722	746	703	796	541	820	892	853	1253	772	910	1203	601	713
ENSG00000239311	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MORC1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL19P13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL11P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL35AP17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL854P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS29P26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V1B1-AS1	1	1	0	2	2	1	0	2	2	0	0	1	1	0	1	0	1	0
ENSG00000239323	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	0	0
ENSG00000239327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01119	42	28	31	32	31	24	40	33	15	7	9	12	15	8	8	18	4	9
RN7SL658P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LLPH-DT	23	17	13	13	12	19	15	12	8	9	21	15	21	14	16	15	7	15
ENSG00000239344	7	5	4	0	3	2	2	3	1	1	0	2	2	2	2	1	2	1
HNRNPA1P26	3	3	2	1	3	0	0	0	2	0	3	1	1	0	0	1	2	0
CCDC137P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPM1P29	0	0	1	0	1	0	1	0	0	1	0	0	1	1	1	1	1	0
RPS17P15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RN7SL309P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS26P49	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
RN7SL477P	1	0	0	1	0	0	1	0	0	0	1	2	2	1	0	0	0	0
ENSG00000239374	2	1	1	1	1	1	1	0	0	0	1	2	0	0	2	2	0	0
ZNF775-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALKBH6	85	55	61	53	36	71	42	56	34	51	73	60	75	42	77	85	40	55
VPS51P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASB14	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	1	1	2
PCDHA13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RN7SL87P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239392	1	1	1	0	0	1	0	1	2	0	4	0	2	0	2	1	1	1
ENSG00000239393	1	0	0	0	0	3	0	0	0	0	1	2	0	0	0	2	0	0
ENSG00000239395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL414P	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL13AP21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL342P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP4F62P	0	0	0	0	0	0	0	0	0	0	3	0	3	0	2	2	2	2
TMED10P2	0	0	0	0	0	1	0	0	0	44	63	50	37	35	39	50	28	39
ENSG00000239407	11	17	21	13	8	16	13	19	10	38	51	45	31	29	31	61	19	33
ENSG00000239408	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL21P71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS27P23	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000239415	7	7	15	9	4	5	4	6	2	8	10	11	10	4	7	13	3	3
RN7SL535P	10	6	12	9	6	11	5	5	8	7	5	9	9	3	8	8	3	7
OR8F1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GM2AP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS51P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNMB3P1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1
RN7SL752P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS26P48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFKP2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PABPC1P10	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ST3GAL6-AS1	36	26	23	31	33	37	35	22	11	88	113	108	150	83	100	126	58	90
SIDT1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN11P1	1	3	2	1	1	1	1	1	0	0	0	1	1	1	2	1	0	0
ENSG00000239462	0	3	2	0	3	3	3	1	5	1	3	5	3	1	1	4	4	0
RN7SL691P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL21P15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL552P	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RN7SL569P	0	1	0	0	0	2	0	0	0	0	2	0	1	1	0	1	0	1
RPL21P97	59	37	63	37	53	49	75	55	27	43	80	61	66	87	53	93	39	73
RN7SL584P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL221P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL7P38	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
KLHL41	0	1	2	0	1	1	3	0	1	8	2	5	8	2	4	9	4	7
ENSG00000239480	1	0	1	0	0	0	0	0	1	0	0	1	0	2	1	1	0	1
RPS3AP41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
